id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
754,10,41340,Germany Republi,1117,CES,37.12009538,-3.24387522,Area 9 Namba 16,Pangani,Maiputa,Kilimanjaro,3,5,Hai,Masama Magharibi,40,TRUE,GeoData Consultants Ltd,Water Board,Losaa-Kia water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
61979,0,19/8/2011,Rudep,1632,DWE,32.0258239,-8.93900583,Kwa Jasti Welu,Lake Rukwa,Kange,Rukwa,15,2,Sumbawanga Rural,Mambwenkoswe,200,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1984,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
54983,0,15/10/2012,Dwsp,0,DWSP,33.05290406,-3.86294405,Kwa Scola Kabado,Internal,Buganda,Shinyanga,17,3,Shinyanga Rural,Didia,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
18420,0,24/10/2012,World Vision,0,World vision,32.20982709,-3.32046593,Kwa Mshinge,Lake Tanganyika,Bulongo,Shinyanga,17,5,Bukombe,Ushirika,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
64503,0,40854,Moravian,0,DWE,32.1819796,-9.06694161,Kapele Dispensary,Lake Rukwa,Mbeya,Mbeya,12,6,Mbozi,Kapele,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
8685,0,15/3/2011,Mkinga Distric Coun,0,DWE,38.77316459,-4.75844291,Mzee Musa Karata,Pangani,Kibaoni B,Tanga,4,8,Mkinga,Daluni,40,TRUE,GeoData Consultants Ltd,Private operator,Kigongoi gravity wat,TRUE,2001,gravity,gravity,gravity,private operator,commercial,never pay,never pay,salty,salty,enough,enough,other,other,unknown,communal standpipe,communal standpipe,functional
63605,0,15/4/2011,,0,,33.80360676,-8.7310976,Kwa Mzee Simwaba,Rufiji,Kajunjumele,Mbeya,12,7,Mbarali,Utengule Usangu,0,TRUE,GeoData Consultants Ltd,WUA,,FALSE,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,broken
34044,0,31/10/2012,Hesawa,1406,DWE,34.0298329,-1.92244896,Kwa Masangura,Lake Victoria,Miembeni,Mara,20,4,Bunda,Nyamuswa,300,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1990,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
33183,200,40546,Unice,393,RWE,37.77052752,-7.08049743,Kwa Mzee Ngubi,Wami / Ruvu,Nondolo,Morogoro,5,2,Morogoro Rural,Kisemu,150,TRUE,GeoData Consultants Ltd,VWC,Mkom,TRUE,1983,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
73214,0,14/3/2011,Tardo,1804,Tardo,38.28079968,-4.639482,Kwa Mzee Joel,Pangani,Kimara,Tanga,4,1,Lushoto,Malindi,1,TRUE,GeoData Consultants Ltd,VWC,Kiboelo forest,TRUE,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
52402,0,13/7/2011,,0,,33.83080117,-9.15684326,Kibao Cha Ngoma,Lake Nyasa,Matamba Juu,Mbeya,12,4,Rungwe,Isange,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
51863,0,20/7/2011,Hesawa,0,DWE,31.53015069,-2.82034395,Shuleni,Lake Tanganyika,Kikomakoma,Kagera,18,4,Biharamulo,Runazi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non-functional
33255,500,21/1/2013,Tcrs,1330,TCRS,30.42457643,-5.51251453,Plot 10,Lake Tanganyika,Barabara 11,Rukwa,15,1,Mpanda,Mishamo,243,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1983,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
9348,0,31/3/2011,,0,,33.07589361,-9.42396325,Kwa Murhan,Lake Nyasa,Iyunga,Mbeya,12,5,Ileje,Chitete,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
73130,0,20/1/2013,Government Of Tanzania,1343,DWE,30.2968436,-4.46431833,Kwa Kora,Lake Tanganyika,Buchuma,Kigoma,16,2,Kasulu,Nyakitonto,850,TRUE,GeoData Consultants Ltd,Water authority,Janda,TRUE,1982,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,broken
56368,10,24/3/2013,Miziriol,1464,Miziriol,35.66501641,-3.5414451,Kwa Elnest,Internal,Center,Arusha,24,30,Karatu,Endabash,350,TRUE,GeoData Consultants Ltd,VWC,Endawasu,TRUE,1994,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
5947,0,40820,Government Of Tanzania,0,Safari Roya,32.48621516,-7.87280492,Songambele,Lake Rukwa,Gua D,Mbeya,12,1,Chunya,Gua,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
49775,0,40641,Government Of Tanzania,0,DWE,30.60093967,-1.20693312,Ahakayenje,Lake Victoria,Kihinda,Kagera,18,1,Karagwe,Kibingo,0,TRUE,GeoData Consultants Ltd,VWC,Kihinda water sup,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
1741,0,40551,Md,0,DW,31.6157464,-1.61934485,Kwa Ayoub,Lake Victoria,Milama,Kagera,18,3,Muleba,Kamachumu,0,TRUE,GeoData Consultants Ltd,VWC,K,TRUE,0,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
62341,0,22/1/2013,Hesawa,1191,DWE,33.35647131,-2.06349369,Shuleni,Lake Victoria,Kabarongo,Mara,20,4,Bunda,Igundu,804,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,2000,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,dry,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non-functional
25003,0,26/3/2011,Danida,0,DANIDA,33.28797266,-9.000708,Zahanati,Lake Rukwa,Malowe Kati,Mbeya,12,2,Mbeya Rural,Bonde la Songwe,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
41116,0,24/7/2011,Hesawa,0,HESAWA,31.72477526,-2.733427,Bukiriguru,Lake Victoria,Bukiriguru,Kagera,18,8,Chato,Bukome,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,non-functional
70244,0,40789,Lvia,0,LVIA,35.87983217,-6.29777191,Makasi,Rufiji,Malecela,Dodoma,1,4,Chamwino,Muungano,0,TRUE,GeoData Consultants Ltd,VWC,Muun,TRUE,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
40102,1000,15/3/2011,Rc Church,2143,RC CHURCH,34.5410369,-9.31648179,Kkkt Church,Lake Nyasa,Isanzike,Iringa,11,4,Njombe,Igosi,70,TRUE,GeoData Consultants Ltd,VWC,MAKOGA WATER SUPPLY,FALSE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
64458,0,40610,Government Of Tanzania,0,Government,33.4292932,-2.6353258,Kwa Mabuga,Lake Victoria,Chanzoya,Mwanza,19,2,Magu,Nyigogo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
16897,300,24/2/2011,Dhv,359,DWE,37.84995464,-6.89074359,Mkombozi,Wami / Ruvu,Tomondo,Morogoro,5,2,Morogoro Rural,Kiroka,230,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1997,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
65762,1000,40881,Go,0,DW,37.1208326,-6.05898197,Chang'Ombe A,Wami / Ruvu,Chang'Ombe,Morogoro,5,1,Kilosa,Chakwale,1500,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1995,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
1056,0,16/3/2013,Government Of Tanzania,959,DWE,37.34854075,-3.30395404,Kwa Gerard Msak,Pangani,Mrukuti,Kilimanjaro,3,4,Moshi Rural,Uru Kusini Mawela,130,TRUE,GeoData Consultants Ltd,Water Board,Rau kariwa karikachi,TRUE,1972,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
43817,0,41519,Lga,131,LGA,39.34379405,-11.05096972,Galani,Ruvuma / Southern Coast,Bondeni,Mtwara,90,33,Masasi,Mnavira,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1980,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non-functional
38220,250,41457,Norad,1420,NORAD,29.91365688,-4.45507773,Kwa Nditeze,Lake Tanganyika,Buyogwa,Kigoma,16,2,Kasulu,Janda,280,TRUE,GeoData Consultants Ltd,Water authority,Nyafisi,TRUE,1990,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
42283,0,40610,Government Of Tanzania,0,DWE,30.64564149,-1.29305462,Kwakapere,Lake Victoria,Mkazaga,Kagera,18,1,Karagwe,Isingiro,0,TRUE,GeoData Consultants Ltd,WUG,Kaisho/Isingiro w,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
70054,0,23/10/2012,World Vision,0,Consulting Engineer,32.89848608,-4.10007773,Sole 1,Internal,Sole,Tabora,14,1,Nzega,Ikindwa,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
70892,0,18/2/2013,Adra,1560,Adra,35.51217404,-4.44803987,Gadiehindo,Internal,Mara B,Manyara,21,2,Hanang,Measkron,221,TRUE,GeoData Consultants Ltd,VWC,Kijiji,TRUE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
44105,500,15/3/2011,Unicef,295,DWE,36.66900191,-8.36162514,Minazini,Rufiji,Kikuyu,Morogoro,5,4,Ulanga,Lupiro,280,TRUE,GeoData Consultants Ltd,,,TRUE,1993,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
59168,0,40666,Musilim Agency,229,local technician,38.60140382,-5.24585279,Kwa Mwarabu,Pangani,Majani Mapana,Tanga,4,2,Korogwe,Mnyuzi,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12796,500,40880,Government Of Tanzania,2469,Commu,33.92790176,-9.20464923,none,Lake Nyasa,Kilunduwe,Iringa,11,3,Makete,Ipelele,0,TRUE,GeoData Consultants Ltd,VWC,Misiwa,FALSE,1986,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
59299,0,40634,Unicef,1491,DWE,34.57575632,-8.96211986,Kwa Njogela,Rufiji,Ludengele,Iringa,11,4,Njombe,Luduga,58,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
71670,1200,40577,Shipo,1753,SHIPO,34.79865636,-9.65682551,none,Lake Nyasa,Igangitakula,Iringa,11,4,Njombe,Luponde,20,TRUE,GeoData Consultants Ltd,WUA,Luhong,FALSE,2005,gravity,gravity,gravity,wua,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
30389,0,22/8/2011,Government Of Tanzania,0,DWE,0,-0.00000002,Sokoni,Lake Victoria,K/Center,Mwanza,19,6,Geita,Katoro,0,TRUE,GeoData Consultants Ltd,VWC,Katoro,TRUE,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
28669,50,21/3/2013,0,12,0,39.1857105,-6.89259326,Chekanao,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,7,2,Ilala,Kitunda,150,,GeoData Consultants Ltd,Private operator,,FALSE,0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
62624,500,40727,Government Of Tanzania,874,DWE,36.68429515,-8.97153755,Kituo Cha Kandenga,Rufiji,Kibosho,Morogoro,5,4,Ulanga,Sali,210,TRUE,GeoData Consultants Ltd,Water Board,Sali Wat,TRUE,1980,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
65781,0,17/3/2011,Government Of Tanzania,1766,DWE,38.29073397,-4.6891136,Kwa Mzee Ally Ngoka,Pangani,Dabwa,Tanga,4,1,Lushoto,Malindi,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
50001,0,25/1/2013,Hesawa,1397,Hesawa,34.31717479,-1.83421944,Nyakiganana,Lake Victoria,Terema,Mara,20,2,Serengeti,Nyambureti,750,TRUE,GeoData Consultants Ltd,WUG,Lake Victoria basin,,1996,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
49275,0,26/2/2013,Netherlands,0,DWE,33.68598349,-2.97607204,Mwembeni Groups,Lake Victoria,Kadoto,Shinyanga,17,2,Maswa,Kadoto,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
541,0,28/7/2011,Private,0,Sengerema Water Department,32.81240026,-2.52105406,Shuleni,Lake Victoria,Chamagati,Mwanza,19,5,Sengerema,Nyamatongo,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
57215,20,17/3/2011,Tasaf,85,DWE,38.66135228,-5.80616945,Kwa Mahamud,Pangani,Kwamkungamani,Tanga,4,6,Pangani,Mkalamo,30,FALSE,GeoData Consultants Ltd,VWC,TASAF,FALSE,2008,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
47224,700,16/2/2013,Norad,1331,RWE/DWE,30.59598455,-3.66854907,Kajali,Lake Tanganyika,Kageyo,Kigoma,16,1,Kibondo,Itaba,430,TRUE,GeoData Consultants Ltd,VWC,Mukabuye gravity water supply,FALSE,1993,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
8252,0,41192,Rwssp,0,WEDECO,34.25575941,-3.14423303,Bondeni,Internal,Nhumbi,Shinyanga,17,6,Meatu,Mwandoya,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
52707,0,40881,Kkkt,0,KKKT,33.09696393,-8.91545457,Mbwiri,Lake Rukwa,Iteka,Mbeya,12,6,Mbozi,Myovizi,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
335,0,13/3/2011,Wahidi,-28,Wahidi,38.9783974,-5.42295094,Kwa Wahidi,Pangani,Malindi,Tanga,4,5,Pangani,Pangani Mashariki,2,FALSE,GeoData Consultants Ltd,Private operator,,FALSE,1960,other,other,other,private operator,commercial,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
44894,250,27/1/2013,Danida,1500,OXFARM,30.18162696,-4.39275223,Kwa Saidi,Lake Tanganyika,Mahonga,Kigoma,16,2,Kasulu,Nyamnyusi,530,TRUE,GeoData Consultants Ltd,Water authority,Kishiha,TRUE,1997,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
25138,30,18/10/2012,Serikali,1241,Wizara ya maji,34.21366962,-1.30370894,Kwa Asigo,Lake Victoria,Kati,Mara,20,6,Rorya,Koryo,600,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji Nyanduga,FALSE,1980,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
14083,20,41458,Government Of Tanzania,1020,DWE,35.71399525,-3.97420552,Kwa Boay,Internal,Gichameda A,Manyara,21,1,Babati,Magugu,195,TRUE,GeoData Consultants Ltd,Water Board,,TRUE,1982,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
8925,0,29/3/2011,Missi,0,Missi,35.39893221,-5.24956645,Misheni,Internal,Mnazimmoja,Dodoma,1,1,Kondoa,Kwamtoro,0,TRUE,GeoData Consultants Ltd,VWC,Kuri,FALSE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
70537,0,41132,Netherlands,0,DWE,34.08785194,-3.0740994,Imalamakoye,Lake Victoria,Ipililo,Shinyanga,17,2,Maswa,Ipililo,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
28016,100,31/1/2013,Government Of Tanzania,1178,Distri,32.05435429,-6.7198396,Shuleni,Lake Rukwa,Isengo A,Rukwa,15,1,Mpanda,Inyonga,450,TRUE,GeoData Consultants Ltd,VWC,Inyonga water supply,TRUE,2012,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
39511,0,14/3/2013,,842,,35.99738009,-2.99410272,Mnadani,Internal,Mkaoo,Arusha,2,1,Monduli,Engaruka,1,FALSE,GeoData Consultants Ltd,VWC,E,,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
39621,30,30/1/2013,Jaica,-4,Jaica,39.88983872,-10.28329071,Kwa Hasan Mwamba,Ruvuma / Southern Coast,Mkakala,Mtwara,99,1,Mtwara Rural,Ndumbwe,300,TRUE,GeoData Consultants Ltd,VWC,Utende water supply,TRUE,2005,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
1220,0,18/7/2011,Tasaf,0,KYASHA ENTERPR,31.52611967,-1.63276881,Zahanati,Lake Victoria,Kikomero,Kagera,18,2,Bukoba Rural,Kikomero,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
